fid,PROV_ID,PROV_NOMB,DIST_ID,DIST_NOMB,CORR_ID,CORR_NOMB,CORR_LEY,LEY_MOD_C,GACETA_C,GACE_MOD_C,Shape_Leng,Shape_Area,REGI_ID,CORR_CODE,DIST_CODE
398,"08",PANAMÁ,"10",SAN MIGUELITO,"08",OMAR TORRIJOS,LEY Nº 21 DEL 27 DE JUNIO DE 2000,N/A,GA 24084,N/A,19078.4639399061,10989069.9753395,"0839","081008","0810"
399,"08",PANAMÁ,"10",SAN MIGUELITO,"09",RUFINA ALFARO,LEY Nº 21 DEL 27 DE JUNIO DE 2000,N/A,GA 24084,N/A,19112.0629615715,12740015.0459717,"0840","081009","0810"
400,"08",PANAMÁ,"11",TABOGA,"01",TABOGA,LEY Nº 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20006,N/A,31788.0460294976,8624399.53308432,"0805","081101","0811"
401,"08",PANAMÁ,"11",TABOGA,"02",OTOQUE OCCIDENTE,LEY Nº 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20006,N/A,8101.9966185444,1655688.92167844,"0805","081102","0811"
402,"08",PANAMÁ,"11",TABOGA,"03",OTOQUE ORIENTE,LEY Nº 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20006,N/A,11609.7168121471,1903754.63196776,"0805","081103","0811"
403,"09",VERAGUAS,"01",ATALAYA,"01",ATALAYA,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,41903.7149697364,47176799.1773226,"0901","090101","0901"
404,"09",VERAGUAS,"01",ATALAYA,"02",EL BARRITO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,20848.7502824518,24406444.1378147,"0901","090102","0901"
405,"09",VERAGUAS,"01",ATALAYA,"03",LA MONTAÑUELA,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,38194.315604326,27260466.194906,"0901","090103","0901"
406,"09",VERAGUAS,"01",ATALAYA,"04",LA CARRILLO,LEY N° 58 DEL 29 DE JULIO DE 1998,N/A,GA 23602,N/A,31926.1837883715,39454141.205557,"0901","090104","0901"
407,"09",VERAGUAS,"01",ATALAYA,"05",SAN ANTONIO,LEY N° 58 DEL 29 DE JULIO DE 1998,N/A,GA 23602,N/A,28700.5622651655,17935925.8490211,"0901","090105","0901"
408,"09",VERAGUAS,"02",CALOBRE,"01",CALOBRE,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,62614.5752254137,78669388.5037435,"0902","090201","0902"
409,"09",VERAGUAS,"02",CALOBRE,"02",BARNIZAL,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,29041.3841167576,27409271.7897633,"0902","090202","0902"
410,"09",VERAGUAS,"02",CALOBRE,"03",CHITRA,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,51439.7011528454,109890746.512556,"0902","090203","0902"
411,"09",VERAGUAS,"02",CALOBRE,"04",EL COCLA,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY Nº 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,44981.1653321461,71802708.5279248,"0902","090204","0902"
412,"09",VERAGUAS,"02",CALOBRE,"05",EL POTRERO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,36217.9572185689,43405038.9336361,"0902","090205","0902"
413,"09",VERAGUAS,"02",CALOBRE,"06",LA LAGUNA,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,53860.9909013509,85024995.9717561,"0902","090206","0902"
414,"09",VERAGUAS,"02",CALOBRE,"07",LA RAYA DE CALOBRE,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,43108.027062493,33123826.2049332,"0902","090207","0902"
415,"09",VERAGUAS,"02",CALOBRE,"08",LA TETILLA,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,41255.6353441365,54331507.7986481,"0902","090208","0902"
416,"09",VERAGUAS,"02",CALOBRE,"09",LA YEGUADA,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,82058.0833977881,128772281.651047,"0902","090209","0902"
417,"09",VERAGUAS,"02",CALOBRE,"10",LAS GUÍAS,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,56525.1173666783,92968618.9978398,"0902","090210","0902"
418,"09",VERAGUAS,"02",CALOBRE,"11",MONJARÁS,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,35044.0654537277,42997049.234088,"0902","090211","0902"
419,"09",VERAGUAS,"02",CALOBRE,"12",SAN JOSÉ,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,31159.6720047597,37366358.3902235,"0902","090212","0902"
420,"09",VERAGUAS,"03",CAÑAZAS,"01",CAÑAZAS,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 69 DEL 28 DE OCTUBRE DE 1998, LEY N° 37 DEL 24 DE JUNIO DEL 2008",GA 22526,"GA 23602, GA 23664, GA 26069",55309.6862995056,89461216.5142724,"0903","090301","0903"
421,"09",VERAGUAS,"03",CAÑAZAS,"02",CERRO PLATA,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 69 DEL 28 DE OCTUBRE DE 1998, LEY N° 37 DEL 24 DE JUNIO DEL 2008",GA 22526,"GA 23602, GA 23664, GA 26069",77933.186098167,98101389.7650893,"0904","090302","0903"
422,"09",VERAGUAS,"03",CAÑAZAS,"03",EL PICADOR,LEY N° 69 DEL 28 DE OCTUBRE DE 1998,N/A,GA 23664,N/A,111730.493601461,154040630.498351,"0903","090303","0903"
423,"09",VERAGUAS,"03",CAÑAZAS,"04",LOS VALLES,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 69 DEL 28 DE OCTUBRE DE 1998",GA 22526,"GA 23602, GA 23664",69646.0006547576,82320600.1015948,"0903","090304","0903"
424,"09",VERAGUAS,"03",CAÑAZAS,"05",SAN JOSÉ,LEY N° 69 DEL 28 DE OCTUBRE DE 1998,N/A,GA 23664,N/A,155127.119181759,146581865.256505,"0904","090305","0903"
425,"09",VERAGUAS,"03",CAÑAZAS,"06",SAN MARCELO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 43 DEL 5 DE AGOSTO DEL 2002",GA 22526,"GA 23602, GA 24613",51124.120296163,77934141.373529,"0903","090306","0903"
426,"09",VERAGUAS,"03",CAÑAZAS,"07",EL AROMILLO,LEY N° 43 DEL 5 DE AGOSTO DE 2002,N/A,GA 24613,N/A,46425.656303283,65151995.9749021,"0903","090307","0903"
427,"09",VERAGUAS,"03",CAÑAZAS,"08",LAS CRUCES,LEY N° 37 DEL 24 DE JUNIO DEL 2008,N/A,GA 26069,N/A,72990.9423133641,68937671.1358513,"0903","090308","0903"
428,"09",VERAGUAS,"04",LA MESA,"01",LA MESA,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 27 DEL 5 DE JUNIO DE 2002",GA 22526,"GA 25602, GA 24570",93723.3038192234,165460024.607022,"0903","090401","0904"
429,"09",VERAGUAS,"04",LA MESA,"02",BISVALLES,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,46281.9809914627,83449687.4939167,"0903","090402","0904"
430,"09",VERAGUAS,"04",LA MESA,"03",BORÓ,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,44874.7345770918,72734645.3617858,"0904","090403","0904"
431,"09",VERAGUAS,"04",LA MESA,"04",LLANO GRANDE,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DEL JULIO DE 1998, LEY N° 27 DEL 5 DE JUNIO DE 2002",GA 22526,"GA 25602, GA 24570",48523.0319404044,58087961.18055,"0903","090404","0904"
432,"09",VERAGUAS,"04",LA MESA,"05",SAN BARTOLO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 35 DEL 10 DE MAYO 2012",GA 22526,"GA 23602, GA 27032-B",33448.7681863617,38635464.8592304,"0904","090405","0904"
433,"09",VERAGUAS,"04",LA MESA,"06",LOS MILAGROS,LEY N° 27 DEL 5 DE JUNIO DE 2002,N/A,GA 24570,N/A,41620.1746516872,34846318.0649012,"0903","090406","0904"
434,"09",VERAGUAS,"04",LA MESA,"07",EL HIGO,LEY N° 35 DEL 10 DE MAYO DE 2012,N/A,GA 27032-B,N/A,42991.2138254773,56951485.6970638,"0904","090407","0904"
435,"09",VERAGUAS,"05",LAS PALMAS,"01",LAS PALMAS,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 69 DEL 28 DE OCTUBRE DE 1998, LEY N° 32 DEL 10 DE MAYO DEL 2012",GA 22526,"GA 23602, GA 23664, GA 27032-A",73486.5053497699,73967668.9437493,"0905","090501","0905"
436,"09",VERAGUAS,"05",LAS PALMAS,"02",CERRO DE CASA,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 69 DEL 28 DE OCTUBRE DE 1998",GA 22526,"GA 23602, GA 23664",76117.3865060306,91431953.6884868,"0905","090502","0905"
437,"09",VERAGUAS,"05",LAS PALMAS,"03",COROZAL,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 69 DEL 28 DE OCTUBRE DE 1998",GA 22526,"GA 23602, GA 23664",33444.8018156594,40232467.6661089,"0905","090503","0905"
438,"09",VERAGUAS,"05",LAS PALMAS,"04",EL MARÍA,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 69 DEL 28 DE OCTUBRE DE 1998",GA 22526,"GA 23602, GA 23664",69260.2943973819,97275276.9736032,"0905","090504","0905"
439,"09",VERAGUAS,"05",LAS PALMAS,"05",EL PRADO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 69 DEL 28 DE OCTUBRE DE 1998",GA 22526,"GA 23602, GA 23664",70786.3449666552,41488122.8652919,"0904","090505","0905"
440,"09",VERAGUAS,"05",LAS PALMAS,"06",EL RINCÓN,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 69 DEL 28 DE OCTUBRE DE 1998",GA 22526,"GA 23602, GA 23664",63333.4819504032,82423867.2319503,"0904","090506","0905"
441,"09",VERAGUAS,"05",LAS PALMAS,"07",LOLÁ,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 69 DEL 28 DE OCTUBRE DE 1998",GA 22526,"GA 23602, GA 23664",47067.3943152323,39665337.5302635,"0905","090507","0905"
442,"09",VERAGUAS,"05",LAS PALMAS,"08",PIXVAE,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 69 DEL 28 DE OCTUBRE DE 1998",GA 22526,"GA 23602, GA 23664",115044.455849138,78829332.9661618,"0905","090508","0905"
443,"09",VERAGUAS,"05",LAS PALMAS,"09",PUERTO VIDAL,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 69 DEL 28 DE OCTUBRE DE 1998",GA 22526,"GA 23602, GA 23664",76422.7686858439,132416579.012883,"0905","090509","0905"
444,"09",VERAGUAS,"05",LAS PALMAS,"10",SAN MARTÍN DE PORRES,LEY Nº 10 DEL 7 DE MARZO DE 1997,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 69 DEL 28 DE OCTUBRE DE 1998",GA 23242,"GA 23602, GA 23664",54967.6769963085,26690019.7073935,"0905","090510","0905"
445,"09",VERAGUAS,"05",LAS PALMAS,"11",VIGUÍ,LEY Nº 10 DEL 7 DE MARZO DE 1997,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 69 DEL 28 DE OCTUBRE DE 1998",GA 23242,"GA 23602, GA 23664",53975.6638567709,59796294.6425544,"0904","090511","0905"
446,"09",VERAGUAS,"05",LAS PALMAS,"12",ZAPOTILLO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 69 DEL 28 DE OCTUBRE DE 1998",GA 22526,"GA 23602, GA 23664",100094.294021036,194465967.62987,"0905","090512","0905"
447,"09",VERAGUAS,"05",LAS PALMAS,"13",MANUEL E. AMADOR TERRERO,LEY N° 32 DEL 10 DE MAYO DE 2012,N/A,GA 27032-A,N/A,52685.5589281976,57244658.7245185,"0905","090513","0905"
448,"09",VERAGUAS,"06",MONTIJO,"01",MONTIJO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 27 DEL 25 DE JUNIO DE 2001, LEY N° 42 DEL 30 DE ABRIL DE 2003",GA 22526,"GA 23602, GA 24333, GA 24794",35163.3742239155,36148747.6483096,"0906","090601","0906"
449,"09",VERAGUAS,"06",MONTIJO,"02",GOBERNADORA,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 27 DEL 25 DE JUNIO DE 2001, LEY Nº 42 DEL 30 DE ABRIL DE 2003",GA 22526,"GA 23602, GA 24333, GA 24794",257282.592880566,531053319.952296,"0906","090602","0906"
450,"09",VERAGUAS,"06",MONTIJO,"03",LA GARCEANA,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 27 DEL 25 DE JUNIO DE 2001, LEY Nº 42 DEL 30 DE ABRIL DE 2003",GA 22526,"GA 23602, GA 24333, GA 24794",28386.5810677071,28042460.1569975,"0901","090603","0906"
451,"09",VERAGUAS,"06",MONTIJO,"04",LEONES,LEY N° 2 DEL 29 DE ABRIL DE 1994,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 27 DEL 25 DE JUNIO DE 2001, LEY N° 42 DEL 30 DE ABRIL DE 2003",GA 22526,"GA 23602, GA 24333, GA 24794",35838.8446979803,18532124.9712483,"0906","090604","0906"
452,"09",VERAGUAS,"06",MONTIJO,"05",PILÓN,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 27 DEL 25 DE JUNIO DE 2001, LEY N° 42 DEL 30 DE ABRIL DE 2003",GA 22526,"GA 23602, GA 24333, GA 24794",31488.3620522325,26775799.329211,"0906","090605","0906"
453,"09",VERAGUAS,"06",MONTIJO,"06",CÉBACO,LEY N° 42 DEL 30 DE ABRIL DE 2003,N/A,GA 24794,N/A,82176.7012085258,78346599.6335713,"0906","090606","0906"
454,"09",VERAGUAS,"06",MONTIJO,"07",COSTA HERMOSA,LEY N° 42 DEL 30 DE ABRIL DE 2003,N/A,GA 24794,N/A,28162.6071546842,21024697.521948,"0906","090607","0906"
455,"09",VERAGUAS,"06",MONTIJO,"08",UNIÓN DEL NORTE,LEY Nº 42 DEL 30 DE ABRIL DE 2003,N/A,GA 24794,N/A,33618.9794270318,34983265.4215699,"0906","090608","0906"
456,"09",VERAGUAS,"07",RÍO DE JESÚS,"01",RÍO DE JESÚS,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,78257.7085000908,103471286.612175,"0906","090701","0907"
457,"09",VERAGUAS,"07",RÍO DE JESÚS,"02",LAS HUACAS,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,54152.3567314753,79833330.4112867,"0906","090702","0907"
458,"09",VERAGUAS,"07",RÍO DE JESÚS,"03",LOS CASTILLOS,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,24186.1335486209,17529976.3269512,"0906","090703","0907"
459,"09",VERAGUAS,"07",RÍO DE JESÚS,"04",UTIRÁ,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,50178.2706874943,49340238.6734195,"0906","090704","0907"
460,"09",VERAGUAS,"07",RÍO DE JESÚS,"05",CATORCE DE NOVIEMBRE,LEY N° 58 DEL 29 DE JULIO DE 1998,N/A,GA 23602,N/A,59287.2656513383,66537753.0595456,"0906","090705","0907"
461,"09",VERAGUAS,"08",SAN FRANCISCO,"01",SAN FRANCISCO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,53788.1800346622,72334620.0873716,"0907","090801","0908"
462,"09",VERAGUAS,"08",SAN FRANCISCO,"02",CORRAL FALSO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,48779.1030230646,38342813.7768128,"0907","090802","0908"
463,"09",VERAGUAS,"08",SAN FRANCISCO,"03",LOS HATILLOS,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,68391.0400840483,108200747.637971,"0907","090803","0908"
464,"09",VERAGUAS,"08",SAN FRANCISCO,"04",REMANCE,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,67809.5026199893,77337832.6004725,"0907","090804","0908"
465,"09",VERAGUAS,"08",SAN FRANCISCO,"05",SAN JUAN,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 18 DEL 24 DE ENERO DE 2003",GA 22526,"GA 23602, GA 24731",41897.5099499203,62875883.5352179,"0907","090805","0908"
466,"09",VERAGUAS,"08",SAN FRANCISCO,"06",SAN JOSÉ,LEY N° 18 DEL 24 DE ENERO DE 2003,N/A,GA 24731,N/A,50540.539592612,75533752.658813,"0907","090806","0908"
467,"09",VERAGUAS,"09",SANTA FE,"01",SANTA FE,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY Nº 37 DEL 24 DE JULIO DE 2008",GA 22526,"GA 23602, GA 26069",81080.0956237379,143449236.333721,"0908","090901","0909"
468,"09",VERAGUAS,"09",SANTA FE,"02",CALOVÉBORA,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 37 DEL 24 DE JULIO DE 2008",GA 22526,"GA 23602, GA 26069",205630.537987123,1129849808.82759,"0908","090902","0909"
469,"09",VERAGUAS,"09",SANTA FE,"03",EL ALTO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 37 DEL 24 DE JULIO DE 2008",GA 22526,"GA 23602, GA 26069",54413.0725385081,84128788.2918599,"0908","090903","0909"
470,"09",VERAGUAS,"09",SANTA FE,"04",EL CUAY,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY Nº 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,53205.8285161014,87510404.2029427,"0908","090904","0909"
471,"09",VERAGUAS,"09",SANTA FE,"05",EL PANTANO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,37705.7430604766,52512695.8222569,"0908","090905","0909"
472,"09",VERAGUAS,"09",SANTA FE,"06",GATÚ O GATUCITO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY Nº 37 DEL 24 DE JULIO DE 2008,GA 22526,GA 26069,47588.2634381023,63925021.2152168,"0908","090906","0909"
473,"09",VERAGUAS,"09",SANTA FE,"07",RÍO LUIS,LEY Nº 58 DEL 29 DE JULIO DE 1998,N/A,GA 23602,N/A,99189.3065438629,257707603.211182,"0908","090907","0909"
474,"09",VERAGUAS,"09",SANTA FE,"08",RUBÉN CANTÚ,LEY Nº 37 DEL 24 DE JULIO DE 2008,N/A,GA 26069,N/A,49565.0236459997,103572296.07188,"0908","090908","0909"
475,"09",VERAGUAS,"10",SANTIAGO,"01",SANTIAGO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 53 DEL 22 DE NOVIEMBRE DE 2002, LEY N° 68 DEL 30 DE OCTUBRE  DE 2017",GA 22526,"GA 23602, GA 24692, GA 28397-C",28328.7485676289,28707879.9792095,"0909","091001","0910"
476,"09",VERAGUAS,"10",SANTIAGO,"02",LA COLORADA,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,47986.8062011369,46539685.8849321,"0901","091002","0910"
477,"09",VERAGUAS,"10",SANTIAGO,"03",LA PEÑA,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,76637.920781877,117175172.300103,"0910","091003","0910"
478,"09",VERAGUAS,"10",SANTIAGO,"04",LA RAYA DE SANTA MARÍA,LEY Nº 53 DEL 22 DE DICIEMBRE DE 2002,N/A,GA 24692,N/A,50657.6844469698,67356126.0393355,"0911","091004","0910"
479,"09",VERAGUAS,"10",SANTIAGO,"05",PONUGA,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 37 DEL 24 DE JUNIO DE 2008",GA 22526,"GA 23602, GA 26069",86448.9247455005,142853889.158678,"0901","091005","0910"
480,"09",VERAGUAS,"10",SANTIAGO,"06",SAN PEDRO DEL ESPINO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA  23602,38597.0668554887,23402378.072996,"0910","091006","0910"
481,"09",VERAGUAS,"10",SANTIAGO,"07",CANTO DEL LLANO,LEY N° 1 DEL 7 DE  ENERO DE 1993,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 53 DEL 22 DE NOVIEMBRE DE 2002",GA 22203,"GA 23602, GA 24692",59311.0752845702,65872178.9586957,"0910","091007","0910"
482,"09",VERAGUAS,"10",SANTIAGO,"08",LOS ALGARROBOS,LEY Nº 58 DEL 29 DE JULIO DE 1998,LEY N° 53 DEL 22 DE NOVIEMBRE DE 2002,GA 23602,GA 24692,46069.2327153454,63354836.5545658,"0910","091008","0910"
483,"09",VERAGUAS,"10",SANTIAGO,"09",CARLOS SANTANA ÁVILA,LEY Nº 53 DEL 22 DE NOVIEMBRE DE 2002,N/A,GA 24692,N/A,66354.0295813672,67440154.121678,"0911","091009","0910"
